rowid,pl_hostname,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_bmassj,st_dist,st_teff,st_mass
352,HD 13931,Radial Velocity,1,4218,5.15,1.88,45.52,5829,1.02
353,HD 139357,Radial Velocity,1,1125.7,2.36,9.76,121.36,4700,1.35
354,HD 14067,Radial Velocity,1,1455,3.4,7.8,163.4,4815,2.4
355,HD 141399,Radial Velocity,4,94.44,0.415,0.451,36.2,5600,1.07
356,HD 141399,Radial Velocity,4,201.99,0.689,1.33,36.2,5600,1.07
357,HD 141399,Radial Velocity,4,1069.8,2.09,1.18,36.2,5600,1.07
358,HD 141399,Radial Velocity,4,5000,5,0.66,36.2,5600,1.07
359,HD 141937,Radial Velocity,1,653.22,1.4877,9.316,33.46,5879,1.03
360,HD 142,Radial Velocity,2,349.7,1.02,1.25,25.64,6245,1.23
361,HD 142,Radial Velocity,2,6005,6.8,5.3,25.64,6245,1.23
362,HD 142022 A,Radial Velocity,1,1928,3.03,5.1,35.87,5499,0.99
363,HD 142245,Radial Velocity,1,1299,2.77,1.9,106.38,4878,1.69
364,HD 142415,Radial Velocity,1,386.3,1.05,1.62,34.57,6045,1.03
365,HD 143105,Radial Velocity,1,2.1974,0.0379,1.21,48.7,6380,1.51
366,HD 143361,Radial Velocity,1,1046.2,1.98,3.48,65.66,5505,0.95
367,HD 145377,Radial Velocity,1,103.95,0.45,5.76,55.19,6046,1.12
368,HD 145457,Radial Velocity,1,176.3,0.76,2.9,126.1,4757,1.9
369,HD 145934,Radial Velocity,1,2730,4.6,2.28,,,1.75
370,HD 1461,Radial Velocity,2,5.77152,0.0634,0.02026,23.44,5765,1.02
371,HD 1461,Radial Velocity,2,13.5052,0.1117,0.01759,23.44,5765,1.02
372,HD 147018,Radial Velocity,2,44.236,0.2388,2.12,42.96,5441,0.93
373,HD 147018,Radial Velocity,2,1008,1.922,6.56,42.96,5441,0.93
374,HD 147379,Radial Velocity,1,86.54,0.3193,0.07771,10.73,4090,0.58
375,HD 147513,Radial Velocity,1,528.4,1.32,1.21,12.87,5883,1.11
376,HD 147873,Radial Velocity,2,116.596,0.522,5.14,104.93,5972,1.38
377,HD 147873,Radial Velocity,2,491.54,1.36,2.3,104.93,5972,1.38
378,HD 148156,Radial Velocity,1,1027,2.45,0.85,53.05,6308,1.22
379,HD 148427,Radial Velocity,1,331.5,0.93,0.96,59.28,,
380,HD 149026,Radial Velocity,1,2.8758911,,0.368,78.86,6160,1.34
381,HD 149143,Radial Velocity,1,4.088,0.052,1.36,63.49,5730,1.1
382,HD 1502,Radial Velocity,1,431.8,1.31,3.1,167.5,5049,1.61
383,HD 150706,Radial Velocity,1,5894,6.7,2.71,27.23,5961,1.17
384,HD 152079,Radial Velocity,1,2899,3.98,2.18,83.33,5726,1.1
385,HD 152581,Radial Velocity,1,689,1.48,1.5,182.82,5155,0.93
386,HD 153950,Radial Velocity,1,499.4,1.28,2.73,51.87,6076,1.12
387,HD 154345,Radial Velocity,1,3342,4.19,0.947,18.06,,
388,HD 154672,Radial Velocity,1,163.967,0.59,4.73,64.77,5655,1.08
389,HD 154857,Radial Velocity,2,408.6,1.291,2.24,68.54,5605,1.72
390,HD 154857,Radial Velocity,2,3452,5.36,2.58,68.54,5605,1.72
391,HD 155233,Radial Velocity,1,818.8,2,2.6,75.13,4960,1.69
392,HD 155358,Radial Velocity,2,194.3,0.64,0.85,43.4,,
393,HD 155358,Radial Velocity,2,391.9,1.02,0.82,43.4,,
394,HD 156279,Radial Velocity,1,131.05,0.495,9.71,35.37,5453,0.93
395,HD 156411,Radial Velocity,1,842.2,1.88,0.74,55.1,5900,1.25
396,HD 156668,Radial Velocity,1,4.6455,0.05,0.013,24.05,,
397,HD 156846,Radial Velocity,1,359.5546,1.096,10.57,49,5969,1.35
398,HD 158038,Radial Velocity,1,521,1.52,1.8,114.15,4897,1.65
399,HD 159243,Radial Velocity,2,12.62,0.11,1.13,68.59,6123,1.12
400,HD 159243,Radial Velocity,2,248.4,0.8,1.9,68.59,6123,1.12
401,HD 159868,Radial Velocity,2,1178.4,2.25,2.1,52.72,5558,1.09
402,HD 159868,Radial Velocity,2,352.3,1,0.73,52.72,5558,1.09
403,HD 1605,Radial Velocity,2,577.9,1.48,0.96,84.6,4757,1.31
404,HD 1605,Radial Velocity,2,2111,3.52,3.48,84.6,4757,1.31
405,HD 160691,Radial Velocity,4,643.25,1.497,1.08,15.28,5807,1.08
406,HD 160691,Radial Velocity,4,4205.8,5.235,1.814,15.28,5807,1.08
407,HD 160691,Radial Velocity,4,9.6386,0.09094,0.03321,15.28,5807,1.08
408,HD 160691,Radial Velocity,4,310.55,0.921,0.5219,15.28,5807,1.08
409,HD 16141,Radial Velocity,1,75.523,0.363,0.26,35.91,5794,1.12
410,HD 16175,Radial Velocity,1,995.4,2.148,4.77,59.84,6022,1.34
411,HD 162020,Radial Velocity,1,8.428198,0.074,14.4,31.26,4830,0.75
412,HD 163607,Radial Velocity,2,75.29,0.36,0.77,69.44,5543,1.09
413,HD 163607,Radial Velocity,2,1314,2.42,2.29,69.44,5543,1.09
414,HD 16417,Radial Velocity,1,17.24,0.14,0.0696,25.54,,1.2
415,HD 164509,Radial Velocity,1,282.4,0.875,0.48,51.81,5922,1.13
416,HD 164595,Radial Velocity,1,40,0.23,0.05078,28.93,5790,0.99
417,HD 164604,Radial Velocity,1,606.4,1.3,2.7,37.98,,0.8
418,HD 164922,Radial Velocity,2,1201.1,2.115,0.33855,22.13,5293,0.87
419,HD 164922,Radial Velocity,2,75.765,0.3351,0.04059,22.13,5293,0.87
420,HD 165155,Radial Velocity,1,434.5,1.13,2.89,64.98,5426,1.02
421,HD 1666,Radial Velocity,1,270,0.94,6.43,110.62,6317,1.5
422,HD 166724,Radial Velocity,1,5144,5.42,3.53,42.99,5127,0.81
423,HD 167042,Radial Velocity,1,420.77,1.32,1.7,50,4943,1.5
424,HD 168443,Radial Velocity,2,58.11247,0.2931,7.659,37.88,5491,0.99
425,HD 168443,Radial Velocity,2,1749.83,2.8373,17.193,37.88,5491,0.99
426,HD 168746,Radial Velocity,1,6.404,0.0659,0.248,43.12,5564,0.93
427,HD 1690,Radial Velocity,1,533,1.3,6.1,7.01,4393,1.09
428,HD 169830,Radial Velocity,2,225.62,0.81,2.88,36.32,6299,1.4
429,HD 169830,Radial Velocity,2,2102,3.6,4.04,36.32,6299,1.4
430,HD 170469,Radial Velocity,1,1145,2.1,0.67,64.98,5810,1.14
431,HD 17092,Radial Velocity,1,359.9,,4.6,,4650,2.3
432,HD 171028,Radial Velocity,1,550,1.32,1.98,90,5663,0.99
433,HD 171238,Radial Velocity,1,1523,2.54,2.6,44.05,5467,0.94
434,HD 17156,Radial Velocity,1,21.21663,0.1614,3.22,75,6100,1.24
435,HD 173416,Radial Velocity,1,323.6,1.16,2.7,134.95,4683,2
436,HD 175167,Radial Velocity,1,1290,2.4,7.8,67.02,,1.1
437,HD 175541,Radial Velocity,1,297.3,1.03,0.61,127.55,5060,1.65
438,HD 175607,Radial Velocity,1,29.01,,0.02825,45.27,5392,0.71
439,HD 17674,Radial Velocity,1,623.8,1.42,0.87,44.5,5904,0.98
440,HD 176986,Radial Velocity,2,6.4898,0.06296,0.01806,26.4,4931,0.79
441,HD 176986,Radial Velocity,2,16.8191,0.11878,0.02888,26.4,4931,0.79
442,HD 177565,Radial Velocity,1,44.505,0.246,0.04751,17.17,,1
443,HD 177830,Radial Velocity,2,406.6,1.2218,1.49,59.03,4949,1.47
444,HD 177830,Radial Velocity,2,110.9,0.5137,0.15,59.03,4949,1.47
445,HD 178911 B,Radial Velocity,1,71.484,0.339,7.03,47,5668,1.01
446,HD 179079,Radial Velocity,1,14.476,0.1216,0.0866,63.69,5684,1.15
447,HD 179949,Radial Velocity,1,3.092514,0.0443,0.916,27.05,6168,1.21
448,HD 180314,Radial Velocity,1,396.03,1.4,22,131.75,4917,2.6
449,HD 180902,Radial Velocity,1,479,1.39,1.6,114.55,5030,1.52
450,HD 181342,Radial Velocity,1,562.1,1.65,2.9,110.62,5040,1.89
451,HD 181433,Radial Velocity,3,9.3743,0.08,0.024,26.15,4962,0.78
452,HD 181433,Radial Velocity,3,962,1.76,0.64,26.15,4962,0.78
453,HD 181433,Radial Velocity,3,2172,3,0.54,26.15,4962,0.78
454,HD 181720,Radial Velocity,1,956,1.78,0.37,55.93,5781,0.92
455,HD 183263,Radial Velocity,2,626.5,1.51,3.67,52.83,5936,1.17
456,HD 183263,Radial Velocity,2,3070,4.35,3.57,52.83,5936,1.17
457,HD 185269,Radial Velocity,1,6.838,0.077,0.94,47.37,5980,1.28
458,HD 187085,Radial Velocity,1,986,2.05,0.75,44.98,6075,1.22
459,HD 187123,Radial Velocity,2,3.0965828,0.0426,0.523,47.92,5830,1
460,HD 187123,Radial Velocity,2,3810,4.89,1.99,47.92,5830,1
461,HD 18742,Radial Velocity,1,772,1.92,2.7,127.88,5048,1.6
462,HD 188015,Radial Velocity,1,461.2,1.203,1.5,52.63,5746,1.09
463,HD 189733,Radial Velocity,1,2.2185752,,,19.25,4875,0.85
464,HD 190360,Radial Velocity,2,2915,4.01,1.56,15.89,5590,0.96
465,HD 190360,Radial Velocity,2,17.111,0.1304,0.06,15.89,5590,0.96
466,HD 190647,Radial Velocity,1,1038.1,2.07,1.9,54.23,5628,1.1
467,HD 190984,Radial Velocity,1,4885,5.5,3.1,189.39,5988,0.91
468,HD 191806,Radial Velocity,1,1606.3,2.8,8.52,73.47,6010,1.14
469,HD 192263,Radial Velocity,1,24.3587,0.15312,0.733,19.89,4996,0.81
470,HD 192310,Radial Velocity,2,74.72,0.32,0.0532,8.82,5166,0.8
471,HD 192310,Radial Velocity,2,525.8,1.18,0.076,8.82,5166,0.8
472,HD 192699,Radial Velocity,1,345.53,1.15,2.4,67.39,5220,1.68
473,HD 195019,Radial Velocity,1,18.20132,0.1388,3.69,37.35,5788,1.07
474,HD 196050,Radial Velocity,1,1378,2.54,2.9,46.93,5892,1.15
475,HD 196067,Radial Velocity,1,3638,5.02,6.9,43.57,6017,1.29
476,HD 196885,Radial Velocity,1,1333,2.37,2.58,32.99,6254,1.28
477,HD 197037,Radial Velocity,1,1035.7,2.07,0.79,32.83,,
478,HD 19994,Radial Velocity,1,466.2,1.305,1.37,22.38,6188,1.36
479,HD 200964,Radial Velocity,2,613.8,1.601,1.85,68.35,5164,1.44
480,HD 200964,Radial Velocity,2,825,1.95,0.895,68.35,5164,1.44
481,HD 202206,Radial Velocity,2,255.87,0.83,17.4,46.34,5765,1.15
482,HD 202206,Radial Velocity,2,1383.4,2.55,2.44,46.34,5765,1.15
483,HD 203030,Imaging,1,,487.1,24.09,40.85,,
484,HD 2039,Radial Velocity,1,1120,2.23,6.11,89.85,5941,1.17
485,HD 204313,Radial Velocity,2,2024.1,3.167,4.28,47.3,5776,1.02
486,HD 204313,Radial Velocity,2,34.905,0.2099,0.0553,47.3,5776,1.02
487,HD 204941,Radial Velocity,1,1733,2.56,0.266,26.95,5056,0.74
488,HD 205739,Radial Velocity,1,279.8,0.896,1.37,90.33,6176,1.22
489,HD 206610,Radial Velocity,1,610,1.68,2.2,170.07,4874,1.56
490,HD 20782,Radial Velocity,1,597.065,1.397,1.43,35.5,5798,1.02
491,HD 207832,Radial Velocity,2,161.97,0.57,0.56,55.31,5710,0.94
492,HD 207832,Radial Velocity,2,1155.7,2.112,0.73,55.31,5710,0.94
493,HD 20794,Radial Velocity,4,18.315,0.1207,0.0085,6.06,5401,0.7
494,HD 20794,Radial Velocity,4,40.114,0.2036,0.0076,6.06,5401,0.7
495,HD 20794,Radial Velocity,4,90.309,0.3499,0.015,6.06,5401,0.7
496,HD 20794,Radial Velocity,4,147.02,0.509,0.01501,6.06,5401,0.7
497,HD 208487,Radial Velocity,1,130.08,0.524,0.52,44,6067,1.13
498,HD 208527,Radial Velocity,1,875.5,2.1,9.9,352.11,4035,1.6
499,HD 20868,Radial Velocity,1,380.85,0.947,1.99,48.9,4795,0.78
500,HD 208897,Radial Velocity,1,352.7,1.05,1.4,64.68,4860,1.25
501,HD 209458,Radial Velocity,1,3.52474859,,,47.08,,1.1
502,HD 210277,Radial Velocity,1,442.19,1.138,1.29,21.29,5555,1.01
503,HD 210702,Radial Velocity,1,354.8,1.2,1.9,55.93,4967,1.68
504,HD 212301,Radial Velocity,1,2.245715,0.036,0.45,52.72,6256,1.27
505,HD 212771,Radial Velocity,1,373.3,1.22,2.3,121.8,5121,1.15
506,HD 213240,Radial Velocity,1,951,2.03,4.5,40.75,,
507,HD 214823,Radial Velocity,1,1877,3.18,19.2,97.47,6215,1.22
508,HD 215497,Radial Velocity,2,3.93404,0.047,0.02,43.53,5113,0.87
509,HD 215497,Radial Velocity,2,567.94,1.282,0.33,43.53,5113,0.87
510,HD 216435,Radial Velocity,1,1311,2.56,1.26,33.29,5999,1.3
511,HD 216437,Radial Velocity,1,1256,2.32,1.82,26.52,,1.15
512,HD 216536,Radial Velocity,1,148.6,0.609,1.47,,4639,1.36
513,HD 216770,Radial Velocity,1,118.45,0.46,0.65,37.89,,0.9
514,HD 217107,Radial Velocity,2,7.126816,0.0748,1.39,19.72,5646,1.02
515,HD 217107,Radial Velocity,2,4270,5.32,2.6,19.72,5646,1.02
516,HD 217786,Radial Velocity,1,1319,2.38,13,54.8,5966,1.02
517,HD 218566,Radial Velocity,1,225.7,0.6873,0.21,29.94,4820,0.85
518,HD 219077,Radial Velocity,1,5501,6.22,10.39,29.2,5362,1.05
519,HD 219134,Radial Velocity,6,3.092926,0.03876,0.01491,6.55,4699,0.81
520,HD 219134,Radial Velocity,6,6.76458,0.0653,0.01372,6.55,4699,0.81
521,HD 219134,Radial Velocity,6,46.859,0.237,0.05088,6.55,4699,0.81
522,HD 219134,Radial Velocity,6,22.717,0.1463,0.02297,6.55,4699,0.81
523,HD 219134,Radial Velocity,6,94.2,0.3753,0.034,6.55,4699,0.81
524,HD 219134,Radial Velocity,6,2247,3.11,0.34,6.55,4699,0.81
525,HD 219415,Radial Velocity,1,2093.3,3.2,1,169.78,4820,1
526,HD 219828,Radial Velocity,2,3.834887,0.045,0.06607,77.9,5891,1.23
527,HD 219828,Radial Velocity,2,4791,5.96,15.1,77.9,5891,1.23
528,HD 220074,Radial Velocity,1,672.1,1.6,11.1,289.02,3935,1.2
529,HD 220689,Radial Velocity,1,2209,3.36,1.06,45.23,5921,1.04
530,HD 220773,Radial Velocity,1,3724.7,4.94,1.45,48.43,,
531,HD 220842,Radial Velocity,1,218.47,0.74,3.18,62.5,5960,1.13
532,HD 221287,Radial Velocity,1,456.1,1.25,3.09,52.88,6304,1.25
533,HD 221585,Radial Velocity,1,1173,2.306,1.61,53.59,5620,1.19
534,HD 222076,Radial Velocity,1,871,1.83,1.56,83.5,4806,1.07
535,HD 222155,Radial Velocity,1,3999,5.1,1.9,50.45,5765,1.13
536,HD 222582,Radial Velocity,1,572.38,1.347,7.75,41.95,5727,0.99
537,HD 224538,Radial Velocity,1,1189.1,2.28,5.97,77.76,6097,1.34
538,HD 224693,Radial Velocity,1,26.73,0.192,0.71,94.07,6037,1.33
539,HD 22781,Radial Velocity,1,528.07,1.167,13.65,31.79,5027,0.75
540,HD 23079,Radial Velocity,1,730.6,1.596,2.45,34.6,5927,1.01
541,HD 23127,Radial Velocity,1,1214,2.4,1.5,89.13,,1.13
542,HD 231701,Radial Velocity,1,141.6,0.53,1.08,108.46,6208,1.14
543,HD 233604,Radial Velocity,1,192,0.747,6.575,,4791,1.5
544,HD 23596,Radial Velocity,1,1561,2.772,7.71,52,5904,1.16
545,HD 238914,Radial Velocity,1,4100,5.7,6,301.2,4769,1.47
546,HD 240210,Radial Velocity,1,501.75,1.16,5.21,142.86,4297,0.82
547,HD 240237,Radial Velocity,1,745.7,1.9,5.3,307.69,4361,1.69
548,HD 24040,Radial Velocity,1,3668,4.92,4.01,46.51,5853,1.18
549,HD 24064,Radial Velocity,1,535.6,1.29,9.4,264.4,4052.5,1
550,HD 25171,Radial Velocity,1,1845,3.02,0.95,56.05,6160,1.09
551,HD 2638,Radial Velocity,1,3.4442,0.044,0.48,53.71,5192,0.93
552,HD 27442,Radial Velocity,1,428.1,1.271,1.56,18.24,4846,1.23
553,HD 27631,Radial Velocity,1,2208,3.25,1.45,44.54,5737,0.94
554,HD 27894,Radial Velocity,3,18.02,0.125,0.665,42.37,,0.8
555,HD 27894,Radial Velocity,3,36.07,0.198,0.162,42.37,,0.8
556,HD 27894,Radial Velocity,3,5174,5.448,5.415,42.37,,0.8
557,HD 28185,Radial Velocity,1,385.9,1.032,5.59,39.6,5546,0.98
558,HD 28254,Radial Velocity,1,1116,2.15,1.16,54.7,5664,1.06
559,HD 285507,Radial Velocity,1,6.0881,,0.917,42.43,4503,0.73
560,HD 285968,Radial Velocity,1,8.7836,0.066,0.026,9.42,3679,0.45
561,HD 28678,Radial Velocity,1,387.1,1.25,1.7,168.92,5076,1.74
562,HD 29021,Radial Velocity,1,1362.3,2.28,2.4,30.6,5560,0.85
563,HD 290327,Radial Velocity,1,2443,3.43,2.54,56.7,5552,0.9
564,HD 2952,Radial Velocity,1,311.6,1.2,1.6,115.21,4844,2.54
565,HD 30177,Radial Velocity,2,2524.4,3.58,8.08,54.71,5580,0.99
566,HD 30177,Radial Velocity,2,11613,9.89,7.6,54.71,5580,0.99
567,HD 30562,Radial Velocity,1,1159.2,2.315,1.373,26.5,5994,1.23
568,HD 30669,Radial Velocity,1,1684,2.69,0.47,57.1,5400,0.92
569,HD 30856,Radial Velocity,1,912,1.8,1.8,121.07,4982,1.35
570,HD 31253,Radial Velocity,1,466,1.26,0.5,53.82,5960,1.23
571,HD 3167,Transit,3,0.959641,0.01815,0.01579,45.8,5261,0.86
572,HD 3167,Transit,3,29.8454,0.1795,0.03083,45.8,5261,0.86
573,HD 3167,Radial Velocity,3,8.509,0.07757,0.02171,45.8,5261,0.86
574,HD 32518,Radial Velocity,1,157.54,0.59,3.04,117.37,4580,1.13
575,HD 32963,Radial Velocity,1,2372,3.41,0.7,35.24,5727,0.94
576,HD 330075,Radial Velocity,1,3.38773,0.039,0.62,50.2,5017,0.7
577,HD 33142,Radial Velocity,1,326.6,1.06,1.3,136.8,5052,1.48
578,HD 33283,Radial Velocity,1,18.179,0.145,0.33,86.88,5995,1.24
579,HD 33564,Radial Velocity,1,388,1.1,9.1,20.98,6250,1.25
580,HD 33844,Radial Velocity,2,551.4,1.6,1.96,100.9,4861,1.78
581,HD 33844,Radial Velocity,2,916,2.24,1.75,100.9,4861,1.78
582,HD 34445,Radial Velocity,6,1056.7,2.075,0.629,45.01,5836,1.07
583,HD 34445,Radial Velocity,6,214.67,0.7181,0.168,45.01,5836,1.07
584,HD 34445,Radial Velocity,6,117.87,0.4817,0.097,45.01,5836,1.07
585,HD 34445,Radial Velocity,6,49.175,0.2687,0.0529,45.01,5836,1.07
586,HD 34445,Radial Velocity,6,676.8,1.543,0.119,45.01,5836,1.07
587,HD 34445,Radial Velocity,6,5700,6.36,0.38,45.01,5836,1.07
588,HD 35759,Radial Velocity,1,82.467,0.389,3.76,72.5,6060,1.15
589,HD 3651,Radial Velocity,1,62.218,0.295,0.229,11.1,5221,0.88
590,HD 37124,Radial Velocity,3,154.378,0.53364,0.675,33.24,,0.85
591,HD 37124,Radial Velocity,3,885.5,1.71,0.652,33.24,,0.85
592,HD 37124,Radial Velocity,3,1862,2.807,0.696,33.24,,0.85
593,HD 37605,Radial Velocity,2,55.01307,0.2831,2.802,42.88,5448,1
594,HD 37605,Radial Velocity,2,2720,3.814,3.366,42.88,5448,1
595,HD 38283,Radial Velocity,1,363.2,1.02,0.34,37.78,5998,1.08
596,HD 38529,Radial Velocity,2,14.3098,0.131,0.839,42.4,5697,1.48
597,HD 38529,Radial Velocity,2,2140.2,3.712,13.38,42.4,5697,1.48
598,HD 38801,Radial Velocity,1,696.3,1.7,10.7,99.4,5222,1.36
599,HD 39091,Radial Velocity,1,2151,3.38,10.27,18.21,5950,1.1
600,HD 40307,Radial Velocity,5,4.3123,0.0468,0.0126,12.83,4956,0.77
601,HD 40307,Radial Velocity,5,9.6184,0.0799,0.0208,12.83,4956,0.77
602,HD 40307,Radial Velocity,5,20.432,0.1321,0.0299,12.83,4956,0.77
603,HD 40307,Radial Velocity,5,51.76,0.247,0.0164,12.83,4956,0.77
604,HD 40307,Radial Velocity,5,197.8,0.6,0.0223,12.83,4956,0.77
605,HD 40956,Radial Velocity,1,578.6,1.4,2.7,118.48,4869,2
606,HD 40979,Radial Velocity,1,264.15,0.846,4.01,33.3,6089,1.15
607,HD 41004 A,Radial Velocity,1,963,,2.54,43.03,5010,0.7
608,HD 41004 B,Radial Velocity,1,1.3283,,18.37,43.03,,0.4
609,HD 4113,Radial Velocity,1,526.62,1.28,1.56,44.05,5688,0.99
610,HD 42012,Radial Velocity,1,857.5,1.67,1.6,37.1,5405,0.83
611,HD 4203,Radial Velocity,2,437.05,1.1735,1.82,77.82,5702,1.13
612,HD 4203,Radial Velocity,2,6700,6.95,2.17,77.82,5702,1.13
613,HD 4208,Radial Velocity,1,828,1.65,0.804,32.7,5600,0.87
614,HD 42618,Radial Velocity,1,149.61,0.554,0.04531,23.5,5727,1.01
615,HD 4308,Radial Velocity,1,15.56,0.115,0.0442,21.85,5685,0.83
616,HD 4313,Radial Velocity,1,356,1.19,2.3,131.41,5035,1.72
617,HD 43197,Radial Velocity,1,327.8,0.92,0.6,56.3,5508,0.96
618,HD 43691,Radial Velocity,1,36.96,0.24,2.49,93.2,6200,1.38
619,HD 44219,Radial Velocity,1,472.3,1.19,0.58,50.4,5752,1
620,HD 45350,Radial Velocity,1,963.6,1.92,1.79,48.95,5616,1.02
621,HD 45364,Radial Velocity,2,226.93,0.6813,0.1872,32.58,,
622,HD 45364,Radial Velocity,2,342.85,0.8972,0.6579,32.58,,
623,HD 45652,Radial Velocity,1,43.6,0.23,0.47,36.14,5312,0.83
624,HD 46375,Radial Velocity,1,3.023573,0.0398,0.226,33.41,5285,0.92
625,HD 47186,Radial Velocity,2,4.0845,0.05,0.07167,37.84,5675,0.99
626,HD 47186,Radial Velocity,2,1353.6,2.395,0.35061,37.84,5675,0.99
627,HD 4732,Radial Velocity,2,360.2,1.19,2.37,56.5,4959,1.74
628,HD 4732,Radial Velocity,2,2732,4.6,2.37,56.5,4959,1.74
629,HD 47536,Radial Velocity,1,712.13,1.93,7.32,121.36,4424,0.91
630,HD 48265,Radial Velocity,1,780.3,1.81,1.47,85.4,5650,1.28
631,HD 49674,Radial Velocity,1,4.94737,0.058,0.105,40.73,5662,1.06
632,HD 50499,Radial Velocity,1,2482.7,3.86,1.71,47.26,,1.24
633,HD 50554,Radial Velocity,1,1293,2.353,4.954,31.03,5987,1.04
634,HD 52265,Radial Velocity,1,119.6,0.5,1.05,28.07,6060,1.18
635,HD 5319,Radial Velocity,2,641,1.6697,1.76,114,4958,1.51
636,HD 5319,Radial Velocity,2,886,2.071,1.15,114,4958,1.51
637,HD 5583,Radial Velocity,1,139.35,0.53,5.78,221,4830,1.01
638,HD 5608,Radial Velocity,1,792.6,1.9,1.4,58.17,4854,1.55
639,HD 564,Radial Velocity,1,492.3,1.2,0.33,53.6,5902,0.96
640,HD 5891,Radial Velocity,1,177.11,0.76,7.6,150.6,4907,1.91
641,HD 59686 A,Radial Velocity,1,299.36,1.086,6.92,96.8,4658,1.9
642,HD 60532,Radial Velocity,2,201.9,0.77,1.06,25.3,6245,1.5
643,HD 60532,Radial Velocity,2,600.1,1.6,2.51,25.3,6245,1.5
644,HD 62509,Radial Velocity,1,589.64,1.64,2.3,10.34,4946,2.1
645,HD 63454,Radial Velocity,1,2.818049,0.0368,0.398,35.8,4840,0.84
646,HD 63765,Radial Velocity,1,358,0.94,0.64,32.62,,
647,HD 6434,Radial Velocity,1,22.017,0.148,0.44,40.32,5690,0.89
648,HD 65216,Radial Velocity,2,572.4,1.3,1.26,35.59,5666,0.92
649,HD 65216,Radial Velocity,2,152.6,0.54,0.17,35.59,5666,0.92
650,HD 66141,Radial Velocity,1,480.5,1.2,6,80.06,4323,1.1
651,HD 66428,Radial Velocity,1,1973,3.18,2.82,55.04,5752,1.1
652,HD 67087,Radial Velocity,2,352.2,1.08,3.06,88.81,6330,1.36
653,HD 67087,Radial Velocity,2,2374,3.86,4.85,88.81,6330,1.36
654,HD 6718,Radial Velocity,1,2496,3.56,1.56,54.9,5746,0.96
655,HD 68402,Radial Velocity,1,1103,2.18,3.07,78,5950,1.12
656,HD 68988,Radial Velocity,1,6.27711,0.0704,1.86,58.82,5960,1.18
657,HD 69830,Radial Velocity,3,8.667,0.0785,0.0321,12.58,5385,0.86
658,HD 69830,Radial Velocity,3,31.56,0.186,0.0371,12.58,5385,0.86
659,HD 69830,Radial Velocity,3,197,0.63,0.057,12.58,5385,0.86
660,HD 70573,Radial Velocity,1,851.8,1.76,6.1,45.7,5737,1
661,HD 70642,Radial Velocity,1,2068,3.23,1.97,28.76,5706,1.05
662,HD 7199,Radial Velocity,1,615,1.36,0.29,35.88,5386,0.89
663,HD 72659,Radial Velocity,1,3658,4.74,3.15,51.4,5926,1.06
664,HD 72892,Radial Velocity,1,39.475,0.228,5.45,72.78,5688,1.02
665,HD 73256,Radial Velocity,1,2.54858,0.037,1.87,36.52,5570,1.05
666,HD 73267,Radial Velocity,1,1260,2.198,3.06,54.91,5317,0.89
667,HD 73526,Radial Velocity,2,188.9,0.65,2.25,94.61,,1.01
668,HD 73526,Radial Velocity,2,379.1,1.03,2.25,94.61,,1.01
669,HD 73534,Radial Velocity,1,1770,3.067,1.103,81,5041,1.23
670,HD 74156,Radial Velocity,2,51.645,0.292,1.8,64.6,6068,1.24
671,HD 74156,Radial Velocity,2,2473,3.85,8.06,64.6,6068,1.24
672,HD 7449,Radial Velocity,1,1275,2.3,1.11,38.52,6024,1.05
673,HD 75289,Radial Velocity,1,3.509267,0.0482,0.467,28.94,6095,1.21
674,HD 75784,Radial Velocity,1,341.7,1.073,1.15,68.7,4917,1.41
675,HD 75898,Radial Velocity,1,418.2,1.19,2.51,80.58,6021,1.28
676,HD 76700,Radial Velocity,1,3.971,0.049,0.197,59.7,,1
677,HD 76920,Radial Velocity,1,415.4,1.149,3.93,184.8,4698,1.17
678,HD 77338,Radial Velocity,1,5.7361,0.0614,0.05,41.27,5370,0.93
679,HD 7924,Radial Velocity,3,5.39792,0.05664,0.02731,16.82,5075,0.83
680,HD 7924,Radial Velocity,3,15.299,0.1134,0.02473,16.82,5075,0.83
681,HD 7924,Radial Velocity,3,24.451,0.1551,0.02026,16.82,5075,0.83
682,HD 79498,Radial Velocity,1,1966.1,3.13,1.34,48.64,,
683,HD 80606,Radial Velocity,1,111.4357,0.449,3.94,29.04,5645,0.97
684,HD 81040,Radial Velocity,1,1001.7,1.94,6.86,32.56,5700,0.96
685,HD 81688,Radial Velocity,1,184.02,0.81,2.7,88.26,4753,2.1
686,HD 82886,Radial Velocity,1,705,1.65,1.3,112.23,5112,1.06
687,HD 82943,Radial Velocity,2,441.47,1.18306,1.681,27.46,6016,1.2
688,HD 82943,Radial Velocity,2,220.078,0.74345,1.959,27.46,6016,1.2
689,HD 83443,Radial Velocity,1,2.985698,0.0406,0.398,43.53,5454,0.9
690,HD 8535,Radial Velocity,1,1313,2.45,0.68,52.5,6136,1.13
691,HD 85390,Radial Velocity,1,788,1.52,0.132,33.96,5186,0.76
692,HD 85512,Radial Velocity,1,58.43,0.26,0.011,11.15,4715,0.69
693,HD 8574,Radial Velocity,1,227,0.757,1.8,44.2,6050,1.12
694,HD 86081,Radial Velocity,1,2.1375,0.035,1.5,91.16,,1.21
695,HD 86226,Radial Velocity,1,1695,2.84,0.92,42.48,5903,1.06
