rowid,pl_hostname,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_bmassj,st_dist,st_teff,st_mass
2701,Kepler-548,Transit,1,4.45419434,,,776,5535,0.93
2702,Kepler-549,Transit,2,42.9495649,,,648,5360,0.88
2703,Kepler-549,Transit,2,117.040498,,,648,5360,0.88
2704,Kepler-55,Transit,5,27.9481449,,1.49,,4503,0.62
2705,Kepler-55,Transit,5,42.1516418,,1.11,,4503,0.62
2706,Kepler-55,Transit,5,2.211099,0.029,,,4503,0.62
2707,Kepler-55,Transit,5,4.617534,0.048,,,4503,0.62
2708,Kepler-55,Transit,5,10.198545,0.081,,,4503,0.62
2709,Kepler-550,Transit,1,8.60010411,,,563,5322,0.87
2710,Kepler-551,Transit,1,12.3764661,,,312,4286,0.65
2711,Kepler-552,Transit,1,5.26341577,,,834,5863,1.03
2712,Kepler-553,Transit,2,4.03046804,,,725,5266,0.92
2713,Kepler-553,Transit,2,328.2399546,,,725,5266,0.92
2714,Kepler-554,Transit,1,1.90220856,,,642,5447,0.93
2715,Kepler-555,Transit,1,16.21775407,,,772,5894,1.03
2716,Kepler-556,Transit,1,11.72292176,,,729,5740,1
2717,Kepler-557,Transit,1,3.70598955,,,1126,6068,1.11
2718,Kepler-558,Transit,1,29.00790538,,,652,5242,0.85
2719,Kepler-559,Transit,1,17.58752333,,,793,5630,0.96
2720,Kepler-56,Transit,3,10.5016,0.1028,0.07,,4840,1.32
2721,Kepler-56,Transit,3,21.40239,0.1652,0.57,,4840,1.32
2722,Kepler-56,Radial Velocity,3,1002,2.16,5.61,,4840,1.32
2723,Kepler-560,Transit,1,18.47764449,,,88,3556,0.34
2724,Kepler-561,Transit,2,58.3620495,,,667,5646,0.96
2725,Kepler-561,Transit,2,5.35016198,,,667,5646,0.96
2726,Kepler-562,Transit,1,18.00931444,,,822,5575,0.93
2727,Kepler-563,Transit,1,22.18432708,,,557,5066,0.8
2728,Kepler-564,Transit,1,3.75083228,,,830,5626,0.95
2729,Kepler-565,Transit,1,4.24374723,,,1041,5735,0.98
2730,Kepler-566,Transit,1,18.42794624,,,628,5132,0.83
2731,Kepler-567,Transit,1,16.54297375,,,568,5148,0.84
2732,Kepler-568,Transit,1,11.02347475,,,126,3768,0.55
2733,Kepler-569,Transit,1,34.18890521,,,645,5616,0.95
2734,Kepler-57,Transit,2,5.7293196,,18.86,,5145,0.83
2735,Kepler-57,Transit,2,11.6092567,,6.95,,5145,0.83
2736,Kepler-570,Transit,1,4.301662,,,642,5496,0.93
2737,Kepler-571,Transit,1,4.79859939,,,756,5527,0.93
2738,Kepler-572,Transit,1,17.20523483,,,532,5212,0.83
2739,Kepler-573,Transit,1,22.18329658,,,758,5746,0.99
2740,Kepler-574,Transit,1,7.65880414,,,747,5612,0.95
2741,Kepler-575,Transit,1,9.37891944,,,852,5710,0.97
2742,Kepler-576,Transit,1,29.91136794,,,698,5672,0.99
2743,Kepler-577,Transit,1,25.69578251,,,549,4984,0.78
2744,Kepler-578,Transit,1,1.6168837,,,568,5334,0.87
2745,Kepler-579,Transit,1,9.66857723,,,663,5636,0.99
2746,Kepler-58,Transit,3,10.2184954,,1.39,,6099,0.95
2747,Kepler-58,Transit,3,15.5741568,,2.19,,6099,0.95
2748,Kepler-58,Transit,3,40.101371,0.236,,,6099,0.95
2749,Kepler-580,Transit,1,8.22241966,,,333,4298,0.67
2750,Kepler-581,Transit,1,40.6069821,,,833,5772,1
2751,Kepler-582,Transit,1,18.49235668,,,751,5564,0.93
2752,Kepler-583,Transit,1,6.5100253,,,805,5523,0.94
2753,Kepler-584,Transit,1,35.1810304,,,1445,6195,1.17
2754,Kepler-585,Transit,1,2.75235975,,,604,5593,0.96
2755,Kepler-586,Transit,1,2.10472218,,,707,5575,0.94
2756,Kepler-587,Transit,1,10.94027841,,,852,5549,0.92
2757,Kepler-588,Transit,1,4.22162536,,,972,5835,1.01
2758,Kepler-589,Transit,1,16.54964934,,,643,5296,0.88
2759,Kepler-59,Transit,2,11.8681707,,2.05,,6074,1.04
2760,Kepler-59,Transit,2,17.9801235,,1.37,,6074,1.04
2761,Kepler-590,Transit,1,5.85296257,,,986,6000,1.1
2762,Kepler-591,Transit,1,81.1694299,,,793,5677,0.97
2763,Kepler-592,Transit,1,2.82019241,,,1034,5913,1.04
2764,Kepler-593,Transit,1,21.21708973,,,1016,5967,1.08
2765,Kepler-594,Transit,1,13.64618192,,,742,5485,0.91
2766,Kepler-595,Transit,1,25.30292332,,,639,5247,0.87
2767,Kepler-596,Transit,1,21.30022655,,,1083,6267,1.21
2768,Kepler-597,Transit,1,13.02365861,,,660,5683,0.97
2769,Kepler-598,Transit,1,3.70175428,,,686,5307,0.87
2770,Kepler-599,Transit,1,15.65562652,,,627,5127,0.83
2771,Kepler-6,Transit,1,3.2346996,0.04852,0.668,,5647,1.21
2772,Kepler-60,Transit,3,7.1334,,0.01318,,5905,1.04
2773,Kepler-60,Transit,3,8.9187,,0.01211,,5905,1.04
2774,Kepler-60,Transit,3,11.8981,,0.01309,,5905,1.04
2775,Kepler-600,Transit,1,23.67517607,,,624,5279,0.84
2776,Kepler-601,Transit,1,5.37886844,,,429,5160,0.85
2777,Kepler-602,Transit,1,15.28469497,,,971,6062,1.08
2778,Kepler-603,Transit,3,21.05358596,,,967,5808,1.01
2779,Kepler-603,Transit,3,127.9075774,,,967,5808,1.01
2780,Kepler-603,Transit,3,6.2171292,,,967,5808,1.01
2781,Kepler-604,Transit,1,25.85501786,,,981,5890,1.02
2782,Kepler-605,Transit,2,3.38353807,,,570,5462,0.91
2783,Kepler-605,Transit,2,2.35895152,,,570,5462,0.91
2784,Kepler-606,Transit,1,24.31575992,,,1208,6161,1.13
2785,Kepler-607,Transit,1,0.6381632,,,500,5196,0.84
2786,Kepler-608,Transit,1,6.41251504,,,926,5820,1
2787,Kepler-609,Transit,1,6.52121067,,,1143,5971,1.09
2788,Kepler-61,Transit,1,59.87756,,,,4017,0.64
2789,Kepler-610,Transit,2,6.99692655,,,1113,5943,1.1
2790,Kepler-610,Transit,2,151.86392,,,1113,5943,1.1
2791,Kepler-611,Transit,1,2.4370333,,,906,5761,1.01
2792,Kepler-612,Transit,1,3.72215641,,,932,5693,0.98
2793,Kepler-613,Transit,1,15.77979614,,,864,5723,0.98
2794,Kepler-614,Transit,1,14.03491514,,,571,5268,0.85
2795,Kepler-615,Transit,1,10.35584657,,,330,4655,0.73
2796,Kepler-616,Transit,2,9.99761851,,,1019,5753,0.98
2797,Kepler-616,Transit,2,90.4113556,,,1019,5753,0.98
2798,Kepler-617,Transit,1,1.68269615,,,150,3712,0.51
2799,Kepler-618,Transit,1,3.59576964,,,1115,5860,1.05
2800,Kepler-619,Transit,2,5.4042722,,,1111,5980,1.09
2801,Kepler-619,Transit,2,1.20846503,,,1111,5980,1.09
2802,Kepler-62,Transit,5,5.714932,0.0553,0.03,368,4925,0.69
2803,Kepler-62,Transit,5,12.4417,0.0929,0.013,368,4925,0.69
2804,Kepler-62,Transit,5,18.16406,0.12,0.044,368,4925,0.69
2805,Kepler-62,Transit,5,122.3874,0.427,0.113,368,4925,0.69
2806,Kepler-62,Transit,5,267.291,0.718,0.11,368,4925,0.69
2807,Kepler-620,Transit,1,12.91375431,,,1241,6155,1.15
2808,Kepler-621,Transit,1,2.62811375,,,389,4521,0.72
2809,Kepler-622,Transit,1,14.28226676,,,259,4201,0.64
2810,Kepler-623,Transit,1,9.07097734,,,811,5443,0.9
2811,Kepler-624,Transit,1,14.58649607,,,731,6117,1.1
2812,Kepler-625,Transit,2,7.75192492,,,502,5789,1.04
2813,Kepler-625,Transit,2,4.1653651,,,502,5789,1.04
2814,Kepler-626,Transit,1,14.48585199,,,690,5813,1.01
2815,Kepler-627,Transit,1,40.6994443,,,1143,6424,1.3
2816,Kepler-628,Transit,1,15.4580567,,,579,5721,1
2817,Kepler-629,Transit,1,7.2385854,,,383,5444,0.93
2818,Kepler-63,Transit,1,9.4341505,0.08,0.378,200,5576,0.98
2819,Kepler-630,Transit,1,161.4743937,,,657,5829,1.02
2820,Kepler-631,Transit,1,17.97979059,,,843,6185,1.24
2821,Kepler-632,Transit,1,30.99660733,,,349,5322,0.91
2822,Kepler-633,Transit,1,8.50340718,,,634,5899,1.02
2823,Kepler-634,Transit,1,5.16950177,,,757,6075,1.03
2824,Kepler-635,Transit,1,23.44971004,,,826,6174,1.33
2825,Kepler-636,Transit,1,16.08066115,,,341,5203,0.85
2826,Kepler-637,Transit,1,23.20584623,,,1575,6096,1.64
2827,Kepler-638,Transit,1,6.07972888,,,426,5382,0.88
2828,Kepler-639,Transit,1,10.21420496,,,680,5896,1.14
2829,Kepler-640,Transit,1,22.24813967,,,538,5653,1.01
2830,Kepler-641,Transit,1,9.48961571,,,673,5713,1.02
2831,Kepler-642,Transit,1,4.41745855,,,1022,6570,1.4
2832,Kepler-643,Transit,1,16.33889626,,,1029,4908,1
2833,Kepler-644,Transit,1,3.1739171,,,1413,6747,1.49
2834,Kepler-645,Transit,1,3.27582262,,,901,6170,1.13
2835,Kepler-646,Transit,1,15.87364565,,,513,5634,0.93
2836,Kepler-647,Transit,1,16.2254649,,,789,6020,1.03
2837,Kepler-648,Transit,1,17.4211749,,,665,5741,1.05
2838,Kepler-649,Transit,1,29.90722674,,,525,5871,0.97
2839,Kepler-65,Transit,3,2.15491,0.035,,,6211,1.25
2840,Kepler-65,Transit,3,5.859944,0.068,,,6211,1.25
2841,Kepler-65,Transit,3,8.13123,0.084,,,6211,1.25
2842,Kepler-650,Transit,1,3.03214559,,,805,5849,1.08
2843,Kepler-651,Transit,1,21.38521506,,,537,5522,0.92
2844,Kepler-652,Transit,1,4.18200253,,,423,5490,0.97
2845,Kepler-653,Transit,2,14.70748976,,,593,5665,1.02
2846,Kepler-653,Transit,2,0.90037648,,,593,5665,1.02
2847,Kepler-654,Transit,1,13.72465129,,,661,5865,1.04
2848,Kepler-655,Transit,1,46.4063358,,,783,6170,1.15
2849,Kepler-656,Transit,1,1.26025909,,,867,5281,0.86
2850,Kepler-657,Transit,1,24.54350418,,,1244,5808,1.01
2851,Kepler-658,Transit,1,1.28707676,,,341,4103,0.63
2852,Kepler-659,Transit,1,17.671796,,,688,4870,0.79
2853,Kepler-66,Transit,1,17.815815,0.1352,,1107,5962,1.04
2854,Kepler-660,Transit,1,9.27358194,,,564,4779,0.75
2855,Kepler-661,Transit,1,6.02930132,,,558,4483,0.7
2856,Kepler-662,Transit,1,21.67697486,,,641,4897,0.79
2857,Kepler-663,Transit,1,4.99678284,,,1030,5264,0.86
2858,Kepler-664,Transit,1,2.52559332,,,1386,5754,1.01
2859,Kepler-665,Transit,1,16.01310205,,,651,4913,0.79
2860,Kepler-666,Transit,1,4.49876092,,,1330,5887,1.03
2861,Kepler-667,Transit,1,41.43962808,,,907,5327,0.91
2862,Kepler-668,Transit,1,8.35390639,,,877,5352,0.87
2863,Kepler-669,Transit,1,4.12554687,,,1778,6038,1.15
2864,Kepler-67,Transit,1,15.7259,0.1171,,1107,5331,0.86
2865,Kepler-670,Transit,1,2.81650485,,,980,5709,0.99
2866,Kepler-671,Transit,1,4.28095859,,,1139,5624,0.97
2867,Kepler-672,Transit,1,38.3774623,,,1011,5627,0.95
2868,Kepler-673,Transit,1,3.72873109,,,978,5355,0.88
2869,Kepler-674,Transit,1,2.24338185,,,302,4192,0.6
2870,Kepler-675,Transit,1,2.33743801,,,651,4945,0.79
2871,Kepler-676,Transit,1,11.59822172,,,243,3701,0.51
2872,Kepler-677,Transit,1,6.57531678,,,1180,5723,1
2873,Kepler-678,Transit,1,7.27503724,,,875,5520,0.94
2874,Kepler-679,Transit,1,12.39358604,,,968,5403,0.87
2875,Kepler-68,Transit,3,5.39875,,0.01878,135,5793,1.08
2876,Kepler-68,Transit,3,9.60504,,0.02265,135,5793,1.08
2877,Kepler-68,Radial Velocity,3,625,,0.84007,135,5793,1.08
2878,Kepler-680,Transit,1,3.68992629,,,1342,5890,1.08
2879,Kepler-681,Transit,1,26.39435646,,,666,5021,0.8
2880,Kepler-682,Transit,1,12.61190667,,,951,5559,0.92
2881,Kepler-683,Transit,1,2.53918318,,,976,5703,0.96
2882,Kepler-684,Transit,1,6.77030201,,,1066,5493,0.89
2883,Kepler-685,Transit,1,1.6255222,,,1145,5963,1.11
2884,Kepler-686,Transit,1,1.59474546,,,1203,5649,0.94
2885,Kepler-687,Transit,1,20.50586978,,,628,4841,0.77
2886,Kepler-688,Transit,1,3.89593684,,,1247,5715,0.98
2887,Kepler-689,Transit,1,22.36656079,,,1044,5518,0.91
2888,Kepler-69,Transit,2,13.722341,0.094,,,5638,0.81
2889,Kepler-69,Transit,2,242.4613,0.64,,,5638,0.81
2890,Kepler-690,Transit,1,7.74809437,,,1653,5913,1.11
2891,Kepler-691,Transit,1,8.114379,,,239,3715,0.53
2892,Kepler-692,Transit,1,21.81293494,,,1000,5440,0.9
2893,Kepler-693,Transit,1,15.37563332,,,1002,4881,0.76
2894,Kepler-694,Transit,1,6.36584161,,,1023,5700,0.97
2895,Kepler-695,Transit,1,3.04033042,,,620,5181,0.84
2896,Kepler-696,Transit,1,4.19042557,,,1285,5903,1.06
2897,Kepler-697,Transit,1,3.70987065,,,1091,5513,0.92
2898,Kepler-698,Transit,1,16.32976218,,,1135,5612,0.94
2899,Kepler-699,Transit,1,27.80756293,,,888,5330,0.81
2900,Kepler-7,Transit,1,4.8854892,0.06067,0.441,,5933,1.36
2901,Kepler-700,Transit,1,80.8720639,,,1061,5692,0.98
2902,Kepler-701,Transit,1,10.35533177,,,755,5343,0.88
2903,Kepler-702,Transit,1,10.52629406,,,892,5419,0.9
2904,Kepler-703,Transit,1,4.58352176,,,1482,6185,1.18
2905,Kepler-704,Transit,1,3.76182115,,,1054,5616,0.97
2906,Kepler-705,Transit,1,56.0560538,,,251,3722,0.53
2907,Kepler-706,Transit,1,41.40831347,,,810,5394,0.87
2908,Kepler-707,Transit,1,2.23749275,,,626,5099,0.8
2909,Kepler-708,Transit,1,3.16789194,,,1241,5692,0.97
2910,Kepler-709,Transit,1,16.08524954,,,668,5071,0.8
2911,Kepler-710,Transit,1,4.34728553,,,919,5611,0.94
2912,Kepler-711,Transit,1,23.58914398,,,664,5222,0.84
2913,Kepler-712,Transit,2,21.02247699,,,944,5148,0.84
2914,Kepler-712,Transit,2,226.89047,,,944,5148,0.84
2915,Kepler-713,Transit,1,7.411141,,,1003,5785,0.98
2916,Kepler-714,Transit,1,8.09888799,,,1460,5995,1.09
2917,Kepler-715,Transit,1,10.00652995,,,1214,5871,1.04
2918,Kepler-716,Transit,1,10.37168453,,,675,5099,0.83
2919,Kepler-717,Transit,1,4.40840023,,,1126,5485,0.88
2920,Kepler-718,Transit,1,2.0523499,,,1520,6191,1.18
2921,Kepler-719,Transit,1,5.00731778,,,1427,5777,0.99
2922,Kepler-720,Transit,1,4.70832654,,,880,5618,0.95
2923,Kepler-721,Transit,1,5.39202539,,,848,5075,0.82
2924,Kepler-722,Transit,2,4.09357325,,,1375,5863,1.03
2925,Kepler-722,Transit,2,105.144749,,,1375,5863,1.03
2926,Kepler-723,Transit,1,4.08227507,,,965,5539,0.92
2927,Kepler-724,Transit,1,3.31494634,,,862,5437,0.9
2928,Kepler-725,Transit,1,39.64317811,,,778,5363,0.88
2929,Kepler-726,Transit,1,21.80451088,,,838,5452,0.88
2930,Kepler-727,Transit,1,5.15448442,,,892,5441,0.89
2931,Kepler-728,Transit,1,5.74347727,,,1236,5660,0.95
2932,Kepler-729,Transit,1,3.16635371,,,1271,5633,0.94
2933,Kepler-730,Transit,1,6.49168426,,,1455,5726,1
2934,Kepler-731,Transit,1,3.85560355,,,1311,5849,1.03
2935,Kepler-732,Transit,2,9.46781405,,,150,3631,0.49
2936,Kepler-732,Transit,2,0.89304124,,,150,3631,0.49
2937,Kepler-733,Transit,1,20.83424726,,,980,5418,0.9
2938,Kepler-734,Transit,1,6.10485286,,,553,5326,0.85
2939,Kepler-735,Transit,1,11.51516988,,,790,5107,0.85
2940,Kepler-736,Transit,1,3.60147201,,,1007,5217,0.86
2941,Kepler-737,Transit,1,28.59915399,,,195,3813,0.51
2942,Kepler-738,Transit,1,24.58721573,,,992,5327,0.86
2943,Kepler-739,Transit,1,12.53248465,,,1128,5601,0.93
2944,Kepler-74,Transit,1,7.340711,0.0781,0.63,1330,6000,1.18
2945,Kepler-740,Transit,1,3.58410122,,,1262,5438,0.91
2946,Kepler-741,Transit,1,7.03902374,,,1530,6129,1.16
2947,Kepler-742,Transit,1,8.36086824,,,499,4642,0.76
2948,Kepler-743,Transit,1,3.17926292,,,258,5486,0.94
2949,Kepler-744,Transit,1,12.06222443,,,486,5594,0.94
2950,Kepler-745,Transit,1,9.93143556,,,1199,5849,1.04
2951,Kepler-746,Transit,1,3.48159251,,,450,5418,0.91
2952,Kepler-747,Transit,1,35.61760587,,,855,5096,0.82
2953,Kepler-748,Transit,1,7.40742793,,,1271,5934,1.07
2954,Kepler-749,Transit,1,17.31716585,,,753,5009,0.79
2955,Kepler-75,Transit,1,8.8849116,0.0818,10.1,1140,5200,0.91
2956,Kepler-750,Transit,2,9.42887179,,,1181,6160,1.15
2957,Kepler-750,Transit,2,4.08899022,,,1181,6160,1.15
2958,Kepler-751,Transit,1,17.44490636,,,748,5387,0.87
2959,Kepler-752,Transit,1,18.82747265,,,1075,5373,0.87
2960,Kepler-753,Transit,1,5.74772501,,,278,4346,0.68
2961,Kepler-754,Transit,1,14.5596237,,,1192,5935,1.06
2962,Kepler-755,Transit,2,1.26909037,,,368,5043,0.82
2963,Kepler-755,Transit,2,2.85313364,,,368,5043,0.82
2964,Kepler-756,Transit,1,1.22486632,,,852,5282,0.82
2965,Kepler-757,Transit,1,1.02267882,,,1016,6014,1.08
2966,Kepler-758,Transit,4,12.1097104,,,1353,6228,1.16
2967,Kepler-758,Transit,4,4.75793986,,,1353,6228,1.16
2968,Kepler-758,Transit,4,20.4966197,,,1353,6228,1.16
2969,Kepler-758,Transit,4,8.1934719,,,1353,6228,1.16
2970,Kepler-759,Transit,1,41.805985,,,892,5860,1.04
2971,Kepler-76,Orbital Brightness Modulation,1,1.5449298,0.0274,2.01,,6409,1.2
2972,Kepler-760,Transit,2,8.70419416,,,782,5322,0.89
2973,Kepler-760,Transit,2,2.46697439,,,782,5322,0.89
2974,Kepler-761,Transit,1,10.12804789,,,867,5706,0.95
2975,Kepler-762,Transit,1,3.7705521,,,1465,5944,1.06
2976,Kepler-763,Transit,1,1.19655156,,,902,5166,0.84
2977,Kepler-764,Transit,1,7.33683936,,,1013,5557,0.92
2978,Kepler-765,Transit,1,27.6655226,,,1000,5901,1.05
2979,Kepler-766,Transit,1,6.10027804,,,1614,5992,1.1
2980,Kepler-767,Transit,1,161.5280101,,,1185,5694,0.96
2981,Kepler-768,Transit,1,11.3910025,,,795,5108,0.82
2982,Kepler-769,Transit,2,7.42608998,,,1362,6186,1.19
2983,Kepler-769,Transit,2,15.9870174,,,1362,6186,1.19
2984,Kepler-77,Transit,1,3.57878087,0.04501,0.43,570,5520,0.95
2985,Kepler-770,Transit,3,18.92540274,,,761,5598,0.94
2986,Kepler-770,Transit,3,1.47532231,,,761,5598,0.94
2987,Kepler-770,Transit,3,4.15244722,,,761,5598,0.94
2988,Kepler-771,Transit,1,8.73485836,,,1000,5906,1.03
2989,Kepler-772,Transit,1,12.99207337,,,689,5714,0.98
2990,Kepler-773,Transit,1,3.74910006,,,528,5850,1.04
2991,Kepler-774,Transit,1,11.0895723,,,1190,6403,1.57
2992,Kepler-775,Transit,1,0.97486893,,,400,5468,0.92
2993,Kepler-776,Transit,1,4.89718784,,,727,5071,0.83
2994,Kepler-777,Transit,1,5.72812599,,,383,4043,0.58
2995,Kepler-778,Transit,1,3.75574426,,,899,5102,0.81
2996,Kepler-779,Transit,1,7.09714223,,,224,3804,0.46
2997,Kepler-78,Transit,1,0.355,,0.006,,5058,0.76
2998,Kepler-780,Transit,1,0.67737516,,,520,5769,1.01
2999,Kepler-781,Transit,1,13.2140732,,,1036,5162,0.81
3000,Kepler-782,Transit,1,158.6853308,,,412,5867,0.98
3001,Kepler-783,Transit,1,4.29264638,,,544,5521,0.93
3002,Kepler-784,Transit,1,31.5922646,,,604,5674,1
3003,Kepler-785,Transit,1,1.97376093,,,666,4739,0.77
3004,Kepler-786,Transit,1,53.5293487,,,512,4838,0.81
3005,Kepler-787,Transit,1,0.9283105,,,468,4248,0.65
3006,Kepler-788,Transit,1,8.39846269,,,1649,6159,1.16
3007,Kepler-789,Transit,1,8.63847725,,,915,5870,1.01
3008,Kepler-79,Transit,4,13.4845,0.117,0.0343,,6174,1.17
3009,Kepler-79,Transit,4,27.4029,0.187,0.019,,6174,1.17
3010,Kepler-79,Transit,4,52.0902,0.287,0.019,,6174,1.17
3011,Kepler-79,Transit,4,81.0659,0.386,0.013,,6174,1.17
3012,Kepler-790,Transit,1,13.73469807,,,727,5208,0.84
3013,Kepler-791,Transit,1,14.5539759,,,1447,6383,1.3
3014,Kepler-792,Transit,1,11.30119217,,,1205,5971,1.09
3015,Kepler-793,Transit,1,4.24153639,,,794,5745,0.98
3016,Kepler-794,Transit,1,11.13125132,,,763,5839,1.19
3017,Kepler-795,Transit,1,29.6193421,,,458,5631,0.94
3018,Kepler-796,Transit,1,6.40087618,,,377,5475,0.93
3019,Kepler-797,Transit,1,27.07237711,,,752,5680,0.96
3020,Kepler-798,Transit,1,13.71933369,,,1085,6224,1.19
3021,Kepler-799,Transit,1,133.4605235,,,1029,5681,0.95
3022,Kepler-8,Transit,1,3.5224991,0.0474,0.59,1330,6213,1.21
3023,Kepler-80,Transit,6,7.05246,0.0648,0.0218,357,4540,0.73
3024,Kepler-80,Transit,6,9.52355,0.0792,0.02121,357,4540,0.73
3025,Kepler-80,Transit,6,3.07222,0.0372,0.02124,357,4540,0.73
3026,Kepler-80,Transit,6,4.64489,0.0491,0.01299,357,4540,0.73
3027,Kepler-80,Transit,6,0.9867873,0.0175,,357,4540,0.73
3028,Kepler-80,Transit,6,14.64558,,,357,4540,0.73
3029,Kepler-800,Transit,1,14.13176026,,,1049,5315,0.85
3030,Kepler-801,Transit,1,11.41928253,,,419,4435,0.67
3031,Kepler-802,Transit,1,40.0587473,,,828,5507,0.93
3032,Kepler-803,Transit,1,50.28638192,,,615,5919,1.05
3033,Kepler-804,Transit,2,14.37457351,,,648,5817,1.01
3034,Kepler-804,Transit,2,9.65185017,,,648,5817,1.01
3035,Kepler-805,Transit,1,30.8638931,,,657,6112,1.19
3036,Kepler-806,Transit,1,8.09219642,,,260,5770,0.99
3037,Kepler-807,Transit,1,117.9310878,,,1312,5965,1.04
3038,Kepler-808,Transit,1,0.63133235,,,321,4653,0.76
3039,Kepler-809,Transit,1,55.63934,,,933,5734,0.99
3040,Kepler-81,Transit,3,5.955,,,,4500,0.64
3041,Kepler-81,Transit,3,12.04,,,,4500,0.64
3042,Kepler-81,Transit,3,20.837846,0.128,,,4500,0.64
3043,Kepler-810,Transit,1,4.59725385,,,1554,5803,1.03
3044,Kepler-811,Transit,1,23.58447697,,,847,5747,1.01
3045,Kepler-812,Transit,1,10.11716531,,,1482,6761,1.45
3046,Kepler-813,Transit,1,19.12947337,,,840,5743,0.95
3047,Kepler-814,Transit,1,6.1469851,,,1327,6162,1.15
3048,Kepler-815,Transit,1,8.57503552,,,1199,5028,1.25
3049,Kepler-816,Transit,1,10.50682565,,,1059,5286,0.9
3050,Kepler-817,Transit,1,3.99010623,,,1401,5861,1.03
3051,Kepler-818,Transit,1,10.03538581,,,967,5638,0.94
3052,Kepler-819,Transit,1,33.1995648,,,722,5279,0.86
3053,Kepler-82,Transit,4,26.444,,,,5428,0.85
3054,Kepler-82,Transit,4,51.538,,,,5428,0.85
3055,Kepler-82,Transit,4,2.382961,0.034,,,5428,0.85
3056,Kepler-82,Transit,4,5.902206,0.063,,,5428,0.85
3057,Kepler-820,Transit,1,127.8338098,,,989,6260,1.23
3058,Kepler-821,Transit,1,1.92279873,,,619,5191,0.84
3059,Kepler-822,Transit,1,3.22296927,,,956,5928,1.06
3060,Kepler-823,Transit,1,4.16809082,,,896,5643,0.98
3061,Kepler-824,Transit,1,4.51436633,,,1352,6035,1.15
3062,Kepler-825,Transit,2,3.77360059,,,820,5976,1.03
3063,Kepler-825,Transit,2,8.1818246,,,820,5976,1.03
3064,Kepler-826,Transit,1,4.48758907,,,649,6079,1.05
3065,Kepler-827,Transit,1,51.92927591,,,1352,5602,0.93
3066,Kepler-828,Transit,1,0.56785714,,,625,5039,0.81
3067,Kepler-829,Transit,1,6.88337562,,,954,5698,0.98
3068,Kepler-83,Transit,3,9.77,,,,4648,0.66
3069,Kepler-83,Transit,3,20.09,,,,4648,0.66
3070,Kepler-83,Transit,3,5.169796,0.051,,,4648,0.66
3071,Kepler-830,Transit,1,11.29695137,,,1122,6037,1.07
3072,Kepler-831,Transit,1,5.62153941,,,577,5732,0.99
3073,Kepler-832,Transit,1,7.1396941,,,1346,5596,0.92
3074,Kepler-833,Transit,1,18.7546998,,,421,4339,0.64
3075,Kepler-834,Transit,1,13.32388301,,,620,4554,0.7
3076,Kepler-835,Transit,1,11.41909375,,,2011,5954,1.08
3077,Kepler-836,Transit,1,11.36112327,,,1003,5895,1.03
3078,Kepler-837,Transit,1,16.56059504,,,846,5403,0.85
3079,Kepler-838,Transit,1,15.74957994,,,1210,5770,0.98
3080,Kepler-839,Transit,1,37.8144514,,,833,6058,1.22
3081,Kepler-84,Transit,5,8.726,,,,6031,1
3082,Kepler-84,Transit,5,12.883,,,,6031,1
3083,Kepler-84,Transit,5,4.224537,0.052,,,6031,1
3084,Kepler-84,Transit,5,27.434389,0.181,,,6031,1
3085,Kepler-84,Transit,5,44.552169,0.25,,,6031,1
3086,Kepler-840,Transit,1,2.49577962,,,778,5920,1.04
3087,Kepler-841,Transit,1,124.4198398,,,1052,5324,0.85
3088,Kepler-842,Transit,1,1.21956827,,,552,4848,0.78
3089,Kepler-843,Transit,1,2.05387982,,,1247,5830,1.02
3090,Kepler-844,Transit,1,2.61302086,,,394,4128,0.59
3091,Kepler-845,Transit,1,0.92785982,,,471,4913,0.79
3092,Kepler-846,Transit,1,19.80792185,,,1233,5579,0.94
3093,Kepler-847,Transit,1,2.3432319,,,529,4940,0.83
3094,Kepler-848,Transit,1,6.91134416,,,797,5695,1.01
3095,Kepler-849,Transit,1,394.6244904,,,747,6059,1.23
3096,Kepler-85,Transit,4,8.306,,,,5436,0.92
3097,Kepler-85,Transit,4,12.513,,,,5436,0.92
3098,Kepler-85,Transit,4,17.91323,0.13,,,5436,0.92
3099,Kepler-85,Transit,4,25.216751,0.163,,,5436,0.92
3100,Kepler-850,Transit,1,7.19303878,,,1535,5932,1.06
3101,Kepler-851,Transit,1,8.50699658,,,869,5455,0.89
3102,Kepler-852,Transit,1,44.9309804,,,854,6100,1.19
3103,Kepler-853,Transit,1,7.16892463,,,610,6350,1.3
3104,Kepler-854,Transit,1,2.14463285,,,741,6179,1.17
3105,Kepler-855,Transit,1,7.8866311,,,1043,5835,1.03
3106,Kepler-856,Transit,1,8.02768059,,,1175,5535,0.96
3107,Kepler-857,Transit,1,85.35129427,,,1039,5773,0.99
3108,Kepler-858,Transit,1,76.13602028,,,296,5653,0.96
3109,Kepler-859,Transit,1,20.38177573,,,915,5020,0.81
3110,Kepler-860,Transit,1,5.10137945,,,1295,5836,1.04
3111,Kepler-861,Transit,1,3.94963138,,,806,5047,0.82
3112,Kepler-862,Transit,1,3.14866453,,,806,5333,0.88
3113,Kepler-863,Transit,1,15.59461874,,,1145,5678,0.96
3114,Kepler-864,Transit,1,5.83376092,,,1573,5754,1
